 Year,Rainfall,Humidity,Min Temperature,Max Temperature,Moisture level,Location,Min Ph,Max Ph,NP,Moderate temperature,Moderate,Moderate rainfall,Crop,Investment,Total Obtained,Profit,Yield In Quintal,Cost per quintal,Area,Per Acre,CProfit,Production,Seed cost per KG,Seeds Per hectare,Seeds Cost,Fetilizers per kg,Fetilizers per hectare,Fertilizers cost,Harvest per Acre,Others,rain
2009,792,0.55,21,35,49,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Malavalli,30043,28624,999,15.59,1250,19487.5,56,53,2968,40428,11223,792
2009,610,0.55,21,35,45,Mandya,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Pandavapura,28824,31252,828,15.49,1474,22832.26,69,46,3174,36844,11994,610
2009,696,0.55,21,35,48,Mandya,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Srirangapatna,29402,28160,996,17.61,1398,24618.78,75,54,4050,35774,11969,696
2009,760,0.55,21,35,52,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Nagamangala,29537,31448,1069,16.53,1352,22348.56,59,52,3068,43801,11820,760
2009,658,0.55,21,35,47,Mandya,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Krishnarajpet,33859,28069,790,15.35,1597,24513.95,60,47,2820,33518,12283,658
2009,600,0.55,21,35,56,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,1612,7635913,222225,7520,1612,Piriyapatna,30449,31304,916,16.56,1323,21908.88,56,55,3080,37603,13879,600
2009,646,0.55,21,35,52,Mysore,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Hunsur,30439,29945,1002,16.72,1459,24394.48,55,52,2860,40706,10686,646
2009,646,0.55,21,35,47,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Krishnarajanagara,31753,30815,937,15.55,1571,24429.05,75,47,3525,42379,11169,646
2009,671,0.55,21,35,54,Mysore,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Heggadadevanakote,32680,28599,1096,17.16,1452,24916.32,60,46,2760,38349,13265,671
2009,764,0.55,21,35,49,Mysore,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Nanjangud,31696,29929,898,16.24,1317,21388.08,56,55,3080,43852,10857,764
2009,779,0.55,21,35,46,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Saragur,31516,29080,932,17.65,1325,23386.25,70,52,3640,33560,13240,779
2009,684,0.55,21,35,47,Mysore,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Tirumakudalu Narasipura,33692,28906,876,18.36,1501,27558.36,66,50,3300,36615,13633,684
2009,646,0.55,21,35,48,Chamrajnagar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,1341,5634693,94815,1806,1341,Kollegal,32442,29396,997,17.3,1504,26019.2,65,45,2925,36376,12750,646
2009,693,0.55,21,35,51,Chamrajnagar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Yelandur,30271,30585,822,18.22,1431,26072.82,68,51,3468,44879,11628,693
2009,603,0.55,21,35,47,Chamrajnagar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Gundlupet,32102,28075,768,18.35,1283,23543.05,67,49,3283,43225,12729,603
2009,766,0.55,21,35,50,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,1359,7563366,213898,5930,1359,Humnabad,30186,31123,786,16.5,1494,24651,59,55,3245,41660,10472,766
2009,786,0.55,21,35,48,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bhalki,28511,30895,988,15.37,1485,22824.45,70,54,3780,34585,11332,786
2009,722,0.55,21,35,54,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Aurad,30080,27808,934,15.69,1411,22138.59,64,54,3456,43745,11773,722
2009,761,0.55,21,35,55,Bidar,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hulsoor,31991,28612,922,17.18,1277,21938.86,60,47,2820,42558,11472,761
2009,636,0.55,21,35,54,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Chitgoppa,29161,29441,853,16.55,1347,22292.85,71,54,3834,38748,10509,636
2009,682,0.55,21,35,45,Bidar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Kamalnagar,32346,30038,918,18.28,1339,24476.92,66,54,3564,45533,12529,682
2009,763,0.55,21,35,48,Bidar,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Basavakalyan,31623,27865,776,15.56,1513,23542.28,71,50,3550,41119,11823,763
2010,1608,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,1889,8176379,250577,6693,1889,Athani,33818,31116,1033,16.59,1452,24088.68,57,54,3078,47650,13294,1608
2010,1567,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bailhongal,28981,28885,838,16.65,1347,22427.55,63,45,2835,33103,10749,1567
2010,1630,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Belgaum,33429,29579,1026,18.17,1565,28436.05,56,49,2744,38931,13587,1630
2010,1822,0.55,21,35,45,Belgaum,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Chikkodi,29055,29742,1056,17.64,1527,26936.28,57,50,2850,37766,10219,1822
2010,1785,0.55,21,35,45,Belgaum,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Gokak,31800,31116,1015,17.15,1267,21729.05,56,46,2576,40811,13740,1785
2010,1573,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hukkeri,30698,31010,876,16.41,1350,22153.5,59,50,2950,34045,13589,1573
2010,1974,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Khanapur,30726,29414,950,15.34,1414,21690.76,59,54,3186,44847,10290,1974
2010,1593,0.55,21,35,45,Belgaum,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Ramdurg,32070,27936,1034,15.33,1495,22918.35,61,55,3355,38990,10354,1593
2010,692,0.55,21,35,51,Bagalkot,7,7,100:200,28,0.55,100-120 cms,Sugarcane,44330.6,8153172,221653,7413,44330.6,Badami,31395,31157,1021,15.71,1372,21554.12,63,48,3024,45973,13499,692
2010,749,0.55,21,35,52,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hunagunda,32022,30061,964,16.25,1371,22278.75,62,47,2914,45915,12659,749
2010,617,0.55,21,35,49,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Mudhol,30600,30529,879,16.57,1494,24755.58,59,49,2891,36465,10306,617
2010,745,0.55,21,35,52,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Jamkhandi,31921,28460,768,17.19,1469,25252.11,66,45,2970,41863,12600,745
2010,735,0.55,21,35,47,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bilgi,30820,31482,880,16.31,1367,22295.77,61,49,2989,40106,11817,735
2010,657,0.55,21,35,56,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, RabakaviBanahatti,31606,30883,811,15.63,1554,24289.02,68,54,3672,41094,13145,657
2010,621,0.55,21,35,56,Bagalkot,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Guledgudda,33289,28619,1096,16.62,1563,25977.06,56,49,2744,35008,12688,621
2010,787,0.55,21,35,56,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,2030,8209029,249016,7091,2030,Basavana Bagewadi,31961,28728,876,16.44,1462,24035.28,65,52,3380,33333,13477,787
2010,619,0.55,21,35,55,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Sindagi,31380,31218,1017,15.43,1382,21324.26,63,47,2961,45076,11325,619
2010,733,0.55,21,35,45,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Indi,32745,29625,875,18.24,1574,28709.76,56,54,3024,36569,10780,733
2010,781,0.55,21,35,46,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Muddebihal,29465,28504,1072,18.54,1399,25937.46,67,54,3618,33535,13255,781
2010,792,0.55,21,35,52,Bijapur,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Sindagi,29584,28259,792,18.2,1259,22913.8,67,54,3618,47988,11657,792
2010,677,0.55,21,35,49,Bijapur,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Talikota,29610,29605,1002,18.7,1326,24796.2,55,52,2860,37072,13057,677
2010,796,0.55,21,35,52,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Nagathan,31771,29495,996,18.61,1295,24099.95,66,52,3432,42276,12648,796
2010,681,0.55,21,35,50,Bijapur,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Chadchan,32500,29134,1095,18.68,1518,28356.24,59,51,3009,39517,10924,681
2010,671,0.55,21,35,48,Mandya,8,7,100:200,28,0.55,100-120 cms,Sugarcane,1969,7786852,222588,2185,1969,Mandya,32266,28435,848,18.47,1318,24343.46,66,50,3300,42458,13728,671
2010,604,0.55,21,35,56,Mandya,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Maddur,29825,29007,769,18.6,1585,29481,59,52,3068,36355,11158,604
2010,694,0.55,21,35,53,Mandya,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Malavalli,30077,29941,825,16.73,1304,21815.92,55,46,2530,35018,10254,694
2010,675,0.55,21,35,45,Mandya,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Pandavapura,31531,29563,1099,15.24,1560,23774.4,64,48,3072,35937,11983,675
2010,731,0.55,21,35,46,Mandya,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Srirangapatna,32306,31153,1036,16.17,1278,20665.26,61,48,2928,44656,10902,731
2010,794,0.55,21,35,48,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Nagamangala,33830,29563,1059,17.61,1285,22628.85,73,54,3942,44929,10819,794
2010,760,0.55,21,35,50,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Krishnarajpet,32753,31305,825,16.13,1218,19646.34,65,45,2925,36688,11985,760
2010,638,0.55,21,35,48,Mysore,8,7,100:200,28,0.55,100-120 cms,Sugarcane,1909,7495721,216040,7993,1909,Piriyapatna,28857,29034,789,15.39,1574,24223.86,61,50,3050,44969,10471,638
2010,738,0.55,21,35,51,Mysore,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Hunsur,33893,29447,1040,18.59,1454,27029.86,70,54,3780,35112,11820,738
2010,798,0.55,21,35,49,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Krishnarajanagara,32977,28957,1099,15.54,1221,18974.34,55,51,2805,33264,11878,798
2010,649,0.55,21,35,45,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Heggadadevanakote,28955,31176,1033,17.65,1519,26810.35,62,54,3348,36079,12390,649
2010,641,0.55,21,35,53,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Nanjangud,30004,29973,862,15.38,1244,19132.72,74,49,3626,46751,13014,641
2010,681,0.55,21,35,45,Mysore,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Saragur,31294,28293,947,17.6,1432,25203.2,70,48,3360,42428,12620,681
2010,798,0.55,21,35,52,Mysore,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Tirumakudalu Narasipura,30060,28538,1080,16.28,1423,23166.44,62,45,2790,43946,11177,798
2010,702,0.55,21,35,45,Chamrajnagar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,1338,5755093,91101,1838,1338,Kollegal,29529,30629,1010,17.2,1396,24011.2,59,53,3127,34624,12342,702
2010,721,0.55,21,35,45,Chamrajnagar,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Yelandur,29260,31027,866,17.33,1256,21766.48,56,45,2520,47320,12378,721
2010,794,0.55,21,35,47,Chamrajnagar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Gundlupet,32312,27874,856,18.66,1322,24668.52,61,51,3111,36472,12579,794
2010,615,0.55,21,35,48,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,1417,7288314,224401,5770,1417,Humnabad,33592,27955,827,15.59,1378,21483.02,74,49,3626,42532,10710,615
2010,657,0.55,21,35,46,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bhalki,29359,31220,873,16.3,1201,19576.3,74,51,3774,44742,11097,657
2010,636,0.55,21,35,54,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Aurad,33142,29577,939,17.21,1254,21581.34,56,48,2688,33521,12702,636
2010,636,0.55,21,35,48,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hulsoor,31471,30741,1089,18.17,1412,25656.04,69,51,3519,38496,12448,636
2010,758,0.55,21,35,45,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Chitgoppa,32986,29717,823,18.16,1454,26404.64,60,53,3180,33539,13321,758
2010,613,0.55,21,35,47,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Kamalnagar,32720,28815,925,16.2,1290,20898,62,53,3286,40235,11151,613
2010,703,0.55,21,35,51,Bidar,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Basavakalyan,31131,29467,1093,17.41,1476,25697.16,68,50,3400,47310,13332,703
2011,1790,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,1837,8169124,244116,6948,1837,Athani,28693,30984,1037,18.7,1246,23300.2,75,45,3375,42555,11650,1790
2011,1992,0.55,21,35,45,Belgaum,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bailhongal,28957,27747,771,16.34,1593,26029.62,75,53,3975,47428,11882,1992
2011,1831,0.55,21,35,45,Belgaum,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Belgaum,28962,29106,821,16.36,1544,25259.84,69,47,3243,36363,11164,1831
2011,1772,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Chikkodi,30894,29674,856,16.3,1358,22135.4,61,54,3294,34493,12286,1772
2011,1733,0.55,21,35,45,Belgaum,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Gokak,33203,31335,866,16.68,1597,26637.96,56,48,2688,47719,12075,1733
2011,1619,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hukkeri,32153,29267,819,16.33,1483,24217.39,61,53,3233,41416,10943,1619
2011,1624,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Khanapur,29690,27697,888,16.61,1266,21028.26,75,45,3375,34987,11402,1624
2011,1605,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Ramdurg,31564,29877,796,15.71,1463,22983.73,72,51,3672,45465,13163,1605
2011,620,0.55,21,35,46,Bagalkot,7,7,100:200,28,0.55,100-120 cms,Sugarcane,43964.6,7897303,219823,7048,43964.6,Badami,28951,30869,896,17.45,1372,23941.4,67,53,3551,39182,13207,620
2011,619,0.55,21,35,50,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hunagunda,31952,31430,793,18.67,1352,25241.84,58,47,2726,44605,13266,619
2011,755,0.55,21,35,56,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Mudhol,32415,30641,789,15.43,1523,23499.89,65,53,3445,41740,12372,755
2011,658,0.55,21,35,53,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Jamkhandi,31512,30290,789,15.45,1320,20394,60,47,2820,35940,12442,658
2011,741,0.55,21,35,49,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bilgi,33030,28925,910,15.52,1435,22271.2,70,49,3430,47443,11431,741
2011,754,0.55,21,35,50,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, RabakaviBanahatti,31588,29093,981,16.35,1473,24083.55,68,46,3128,39265,12969,754
2011,773,0.55,21,35,55,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Guledgudda,30375,28124,851,16.49,1379,22739.71,62,48,2976,41306,12153,773
2011,637,0.55,21,35,48,Bijapur,6,7,100:200,28,0.55,100-120 cms,Sugarcane,2230,7864532,249519,7403,2230,Basavana Bagewadi,29896,28448,1029,15.36,1288,19783.68,64,53,3392,44420,10231,637
2011,678,0.55,21,35,45,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Sindagi,33182,31225,820,17.41,1554,27055.14,55,48,2640,39069,11148,678
2011,760,0.55,21,35,45,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Indi,29822,31257,1009,18.4,1247,22944.8,75,55,4125,36385,12300,760
2011,675,0.55,21,35,56,Bijapur,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Muddebihal,28903,30580,845,15.38,1496,23008.48,60,46,2760,35374,10352,675
2011,642,0.55,21,35,47,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Sindagi,31375,28023,957,16.62,1378,22902.36,68,55,3740,42031,13663,642
2011,679,0.55,21,35,54,Bijapur,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Talikota,33257,28159,1046,17.18,1424,24464.32,61,45,2745,35834,11352,679
2011,702,0.55,21,35,48,Bijapur,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Nagathan,31289,28979,1025,18.24,1278,23310.72,73,52,3796,44466,12131,702
2011,611,0.55,21,35,49,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Chadchan,31795,28182,780,16.13,1567,25275.71,65,51,3315,42491,13499,611
2011,670,0.55,21,35,54,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,2015,8061431,226780,2125,2015,Mandya,33673,28164,990,18.16,1518,27566.88,72,45,3240,36412,10546,670
2011,626,0.55,21,35,46,Mandya,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Maddur,33868,29730,1092,16.32,1415,23092.8,55,51,2805,44591,11151,626
2011,669,0.55,21,35,53,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Malavalli,33326,28420,875,18.64,1458,27177.12,57,54,3078,33778,11783,669
2011,739,0.55,21,35,53,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Pandavapura,32074,30773,1047,15.5,1367,21188.5,74,45,3330,41018,11446,739
2011,696,0.55,21,35,56,Mandya,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Srirangapatna,32384,29688,803,18.48,1425,26334,69,53,3657,47021,13900,696
2011,622,0.55,21,35,45,Mandya,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Nagamangala,30915,30271,954,16.55,1534,25387.7,55,53,2915,38252,10507,622
2011,789,0.55,21,35,53,Mandya,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Krishnarajpet,30540,30940,997,18.27,1377,25157.79,60,47,2820,34666,12615,789
2011,696,0.55,21,35,45,Mysore,8,7,100:200,28,0.55,100-120 cms,Sugarcane,1939,7850599,220780,8417,1939,Piriyapatna,30149,29736,951,16.17,1541,24917.97,75,49,3675,45348,13144,696
2011,776,0.55,21,35,48,Mysore,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Hunsur,33433,27920,980,17.57,1256,22067.92,75,46,3450,35582,10245,776
2011,692,0.55,21,35,54,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Krishnarajanagara,31766,29496,761,17.18,1363,23416.34,72,54,3888,34033,13560,692
2011,764,0.55,21,35,55,Mysore,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Heggadadevanakote,30166,31465,1008,16.4,1488,24403.2,69,48,3312,46639,11544,764
2011,667,0.55,21,35,50,Mysore,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Nanjangud,30213,30653,761,16.33,1464,23907.12,64,46,2944,35601,12701,667
2011,733,0.55,21,35,53,Mysore,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Saragur,33968,27824,800,18.36,1349,24767.64,59,52,3068,34510,11569,733
2011,742,0.55,21,35,54,Mysore,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Tirumakudalu Narasipura,31085,30944,773,15.34,1590,24390.6,75,54,4050,47438,12813,742
2011,733,0.55,21,35,46,Chamrajnagar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,1419,5645621,91628,1796,1419,Kollegal,29235,28953,1094,15.49,1239,19192.11,63,51,3213,45607,11471,733
2011,623,0.55,21,35,52,Chamrajnagar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Yelandur,32458,30110,981,18.17,1281,23275.77,75,45,3375,33364,13561,623
2011,790,0.55,21,35,46,Chamrajnagar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Gundlupet,29935,27869,936,16.23,1396,22657.08,61,49,2989,43787,13825,790
2011,616,0.55,21,35,46,Bidar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,1349,7537980,216316,5834,1349,Humnabad,31971,29455,797,17.58,1291,22695.78,57,54,3078,44368,12615,616
2011,765,0.55,21,35,51,Bidar,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bhalki,33309,28756,765,16.63,1359,22600.17,60,54,3240,41932,10614,765
2011,766,0.55,21,35,51,Bidar,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Aurad,29024,27835,1043,18.55,1215,22538.25,63,45,2835,47256,13511,766
2011,668,0.55,21,35,56,Bidar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hulsoor,28996,27969,964,17.2,1433,24647.6,73,52,3796,37457,12320,668
2011,642,0.55,21,35,51,Bidar,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Chitgoppa,30325,31258,942,18.7,1570,29359,64,53,3392,34905,12306,642
2011,795,0.55,21,35,49,Bidar,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Kamalnagar,30502,27927,978,18.58,1296,24079.68,63,55,3465,40117,12552,795
2011,775,0.55,21,35,56,Bidar,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Basavakalyan,32189,30994,916,17.64,1581,27888.84,68,50,3400,33948,11221,775
2012,1542,0.55,21,35,45,Belgaum,8,7,100:200,28,0.55,100-120 cms,Sugarcane,1904,7915092,247892,6591,1904,Athani,32447,31323,1091,16.46,1424,23439.04,60,54,3240,43252,13041,1542
2012,1515,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bailhongal,32002,28147,1008,15.4,1484,22853.6,64,48,3072,35033,11879,1515
2012,1961,0.55,21,35,45,Belgaum,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Belgaum,29415,30050,1091,16.18,1453,23509.54,70,53,3710,34819,10505,1961
2012,1801,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Chikkodi,33847,28415,840,17.37,1489,25863.93,59,45,2655,37496,12762,1801
2012,1919,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Gokak,30061,30973,1003,15.46,1304,20159.84,57,54,3078,44319,10305,1919
2012,1697,0.55,21,35,45,Belgaum,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hukkeri,29348,29182,776,15.75,1587,24995.25,66,54,3564,47004,12807,1697
2012,1813,0.55,21,35,45,Belgaum,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Khanapur,30355,30419,1022,17.15,1441,24713.15,66,54,3564,39941,10443,1813
2012,1535,0.55,21,35,45,Belgaum,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Ramdurg,30417,27530,792,17.13,1595,27322.35,66,50,3300,35106,13841,1535
2012,606,0.55,21,35,45,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,44032.4,7772426,220162,7067,44032.4,Badami,33410,30473,759,17.59,1524,26807.16,63,55,3465,34786,13915,606
2012,765,0.55,21,35,45,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Hunagunda,30921,27638,776,17.14,1408,24133.12,64,47,3008,47250,11698,765
2012,710,0.55,21,35,49,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Mudhol,32595,27621,1059,15.4,1548,23839.2,72,53,3816,41906,12726,710
2012,798,0.55,21,35,50,Bagalkot,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Jamkhandi,30789,28658,773,16.39,1361,22306.79,70,55,3850,36164,13812,798
2012,634,0.55,21,35,56,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, Bilgi,31229,30306,929,16.67,1312,21871.04,70,52,3640,40375,10737,634
2012,750,0.55,21,35,45,Bagalkot,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,, RabakaviBanahatti,32701,27953,814,15.58,1228,19132.24,66,46,3036,43949,12036,750
2012,715,0.55,21,35,53,Bagalkot,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Guledgudda,28517,31152,807,18.64,1247,23244.08,65,49,3185,35044,10546,715
2012,797,0.55,21,35,49,Bijapur,6,7,100:200,28,0.55,100-120 cms,Sugarcane,1831,8037282,251806,7160,1831,Basavana Bagewadi,31843,30405,873,18.38,1394,25621.72,73,47,3431,45460,12774,797
2012,662,0.55,21,35,55,Bijapur,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Sindagi,31924,28950,796,18.37,1496,27481.52,63,50,3150,39292,11267,662
2012,626,0.55,21,35,51,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Indi,28964,28636,1057,18.37,1275,23421.75,73,51,3723,35845,12057,626
2012,720,0.55,21,35,53,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Muddebihal,31406,30921,769,16.64,1203,20017.92,57,48,2736,34710,12555,720
2012,696,0.55,21,35,45,Bijapur,6,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Sindagi,33153,30254,1006,15.34,1495,22933.3,71,48,3408,43901,10937,696
2012,629,0.55,21,35,56,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Talikota,31681,29236,992,16.69,1251,20879.19,74,55,4070,44575,11484,629
2012,730,0.55,21,35,54,Bijapur,7,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Nagathan,32900,28947,921,15.55,1420,22081,56,49,2744,38704,11346,730
2012,655,0.55,21,35,56,Bijapur,8,7,100:200,28,0.55,100-120 cms,Sugarcane,,,,,,Chadchan,29935,27559,1003,18.74,1463,27416.62,69,50,3450,34257,12857,655
2012,608,0.55,21,35,49,Mandya,8,7,100:200,28,0.55,100-120 cms,Sugarcane,2017,8026848,217087,2170,2017,Mandya,31582,27867,854,15.55,1262,19624.1,58,49,2842,43548,11424,608
